Left,Right,Operation,Object
niciar,>,INS,o
ar,>,INS,os
iar,>,INS,s
iciar,>,INS,mos
ciar,>,INS,e
ciar,>,INS,mos
ar,>,INS,emos
ar,>,INS,e
iar,>,INS,emos
r,>,INS,emos
ciar,>,INS,s
iar,>,INS,os
ar,>,INS,s
iar,>,INS,e
iciar,>,INS,s
iar,>,INS,mos
iar,>,INS,o
r,>,INS,s
ar,>,INS,o
iciar,>,INS,o
iciar,>,INS,os
ciar,>,INS,o
ciar,>,INS,os
r,>,INS,o
niciar,>,INS,os
ciar,>,INS,emos
r,>,INS,mos
niciar,>,INS,s
iciar,>,INS,emos
niciar,>,INS,mos
niciar,>,INS,e
<niciar,>,INS,e
abolir,>,INS,s
r,>,INS,e
<abolir,>,INS,e
r,>,INS,era
lir,>,INS,er
r,>,INS,s
lir,>,INS,e
ir,>,INS,as
ir,>,INS,e
bolir,>,INS,s
abolir,>,INS,er
ir,>,INS,eras
olir,>,INS,s
ir,>,INS,era
r,>,INS,er
olir,>,INS,er
<abolir,>,INS,s
<abolir,>,INS,er
ir,>,INS,ras
r,>,INS,as
r,>,INS,ras
r,>,INS,eras
bolir,>,INS,er
ir,>,INS,er
bolir,>,INS,e
abolir,>,INS,e
ir,>,INS,a
r,>,INS,a
olir,>,INS,e
ir,>,INS,s
lir,>,INS,s
niar,>,INS,o
ar,>,INS,o
r,>,INS,o
<veraniar,>,INS,o
aniar,>,INS,o
veraniar,>,INS,o
raniar,>,INS,o
iar,>,INS,o
eraniar,>,INS,o
r,>,INS,o
r,>,INS,íemos
r,>,INS,e
r,>,INS,emos
llixerar,>,INS,mos
ar,>,INS,os
rar,>,INS,mos
erar,>,INS,mos
allixerar,>,INS,o
allixerar,>,INS,mos
allixerar,>,INS,e
llixerar,>,INS,e
allixerar,>,INS,os
ar,>,INS,mos
<allixerar,>,INS,mos
erar,>,INS,e
ixerar,>,INS,os
ar,>,INS,í
r,>,INS,os
llixerar,>,INS,os
llixerar,>,INS,o
lixerar,>,INS,o
<allixerar,>,INS,os
rar,>,INS,os
lixerar,>,INS,s
erar,>,INS,emos
xerar,>,INS,o
allixerar,>,INS,s
xerar,>,INS,s
r,>,INS,í
erar,>,INS,os
ixerar,>,INS,o
rar,>,INS,í
ixerar,>,INS,s
ar,>,INS,s
r,>,INS,s
lixerar,>,INS,e
<allixerar,>,INS,e
erar,>,INS,í
rar,>,INS,s
xerar,>,INS,mos
ar,>,INS,o
lixerar,>,INS,mos
<allixerar,>,INS,o
ixerar,>,INS,e
llixerar,>,INS,s
rar,>,INS,emos
erar,>,INS,o
ixerar,>,INS,mos
rar,>,INS,o
ar,>,INS,e
rar,>,INS,e
lixerar,>,INS,os
xerar,>,INS,os
erar,>,INS,s
r,>,INS,mos
xerar,>,INS,e
rar,>,INS,íemos
ar,>,INS,íemos
ar,>,INS,emos
<allixerar,>,INS,s
crificar,>,INS,e
ificar,>,INS,s
sacrificar,>,INS,e
acrificar,>,INS,s
car,>,INS,e
ar,>,INS,es
icar,>,INS,e
icar,>,INS,es
rificar,>,INS,e
rificar,>,INS,s
car,>,INS,es
icar,>,INS,s
ar,>,INS,s
<sacrificar,>,INS,s
acrificar,>,INS,e
sacrificar,>,INS,s
r,>,INS,e
r,>,INS,s
<sacrificar,>,INS,e
ficar,>,INS,es
ar,>,INS,e
ficar,>,INS,e
crificar,>,INS,s
r,>,INS,es
ficar,>,INS,s
ificar,>,INS,e
car,>,INS,s
ificar,>,INS,es
erpretar,>,INS,e
<interpretar,>,INS,s
pretar,>,INS,e
tar,>,INS,s
ar,>,INS,e
ar,>,INS,es
interpretar,>,INS,e
nterpretar,>,INS,e
terpretar,>,INS,e
retar,>,INS,s
rpretar,>,INS,e
pretar,>,INS,s
retar,>,INS,e
rpretar,>,INS,s
r,>,INS,es
etar,>,INS,es
terpretar,>,INS,s
etar,>,INS,e
r,>,INS,e
etar,>,INS,s
r,>,INS,s
ar,>,INS,s
nterpretar,>,INS,s
<interpretar,>,INS,e
erpretar,>,INS,s
tar,>,INS,e
tar,>,INS,es
interpretar,>,INS,s
falar,>,INS,es
afalar,>,INS,e
ar,>,INS,s
<afalar,>,INS,es
r,>,INS,e
r,>,INS,s
alar,>,INS,e
ar,>,INS,e
falar,>,INS,s
alar,>,INS,s
lar,>,INS,e
r,>,INS,es
afalar,>,INS,es
lar,>,INS,s
<afalar,>,INS,e
falar,>,INS,e
afalar,>,INS,s
<afalar,>,INS,s
alar,>,INS,es
ar,>,INS,es
lar,>,INS,es
r,>,INS,e
itir,>,INS,er
<omitir,>,INS,s
omitir,>,INS,e
ir,>,INS,e
tir,>,INS,e
<omitir,>,INS,e
mitir,>,INS,s
ir,>,INS,er
<omitir,>,INS,er
r,>,INS,s
mitir,>,INS,e
r,>,INS,i
tir,>,INS,s
omitir,>,INS,s
ir,>,INS,i
tir,>,INS,ere
ir,>,INS,eis
itir,>,INS,e
ir,>,INS,reis
itir,>,INS,s
mitir,>,INS,er
r,>,INS,er
r,>,INS,reis
r,>,INS,eis
ir,>,INS,ere
r,>,INS,ere
tir,>,INS,i
tir,>,INS,er
ir,>,INS,s
ir,>,INS,ereis
omitir,>,INS,er
r,>,INS,ereis
orrir,>,INS,er
sorrir,>,INS,er
orrir,>,INS,e
ir,>,INS,e
r,>,INS,i
ir,>,INS,reis
r,>,INS,eis
r,>,INS,er
ir,>,INS,i
r,>,INS,ere
sorrir,>,INS,i
orrir,>,INS,s
orrir,>,INS,i
rir,>,INS,s
r,>,INS,reis
<sorrir,>,INS,s
rir,>,INS,ere
<sorrir,>,INS,er
ir,>,INS,ere
ir,>,INS,ereis
sorrir,>,INS,e
rrir,>,INS,i
rrir,>,INS,er
r,>,INS,ereis
<sorrir,>,INS,i
rrir,>,INS,s
r,>,INS,e
rir,>,INS,i
r,>,INS,s
ir,>,INS,eis
<sorrir,>,INS,e
rrir,>,INS,e
ir,>,INS,er
rir,>,INS,e
rir,>,INS,er
sorrir,>,INS,s
ir,>,INS,s
<finar,>,INS,n
inar,>,INS,n
ar,>,INS,n
nar,>,INS,en
nar,>,INS,e
finar,>,INS,e
finar,>,INS,n
r,>,INS,en
inar,>,INS,e
nar,>,INS,n
ar,>,INS,en
ar,>,INS,e
inar,>,INS,en
r,>,INS,n
<finar,>,INS,e
r,>,INS,e
<afumiar,>,INS,a
r,>,INS,ía
miar,>,INS,a
r,>,INS,a
umiar,>,INS,a
fumiar,>,INS,í
afumiar,>,INS,a
fumiar,>,INS,a
ar,>,INS,í
iar,>,INS,ía
umiar,>,INS,í
iar,>,INS,a
iar,>,INS,í
r,>,INS,í
ar,>,INS,ía
miar,>,INS,í
ar,>,INS,a
car,>,INS,éi
car,>,INS,é
comicar,>,INS,i
icar,>,INS,éis
micar,>,INS,i
ar,>,INS,s
<comicar,>,INS,s
omicar,>,INS,s
car,>,INS,éis
icar,>,INS,é
icar,>,INS,éi
car,>,INS,s
r,>,INS,éi
r,>,INS,i
car,>,INS,i
r,>,INS,s
ar,>,INS,éis
<comicar,>,INS,i
micar,>,INS,s
icar,>,INS,i
ar,>,INS,i
ar,>,INS,é
ar,>,INS,éi
r,>,INS,é
omicar,>,INS,i
icar,>,INS,s
comicar,>,INS,s
r,>,INS,éis
gar,>,INS,as
r,>,INS,a
gar,>,INS,a
r,>,INS,s
agar,>,INS,a
r,>,INS,as
ar,>,INS,as
pagar,>,INS,s
ar,>,INS,s
<pagar,>,INS,s
agar,>,INS,s
ar,>,INS,a
gar,>,INS,s
tar,>,INS,ás
<valtar,>,INS,á
ar,>,INS,s
altar,>,INS,á
altar,>,INS,s
r,>,INS,s
ar,>,INS,á
r,>,INS,á
<valtar,>,INS,s
r,>,INS,ás
ltar,>,INS,á
ar,>,INS,ás
ltar,>,INS,s
tar,>,INS,s
valtar,>,INS,á
valtar,>,INS,s
tar,>,INS,á
<ablucar,>,INS,a
ucar,>,INS,a
<ablucar,>,INS,s
ar,>,INS,as
blucar,>,INS,a
ucar,>,INS,s
ar,>,INS,a
r,>,INS,a
car,>,INS,s
r,>,INS,s
r,>,INS,as
car,>,INS,as
blucar,>,INS,s
ablucar,>,INS,a
lucar,>,INS,a
ablucar,>,INS,s
ar,>,INS,s
car,>,INS,a
lucar,>,INS,s
ar,>,INS,n
r,>,INS,e
ldar,>,INS,n
dar,>,INS,n
dar,>,INS,e
r,>,INS,n
ar,>,INS,en
<duldar,>,INS,e
r,>,INS,en
ldar,>,INS,e
dar,>,INS,en
ar,>,INS,e
duldar,>,INS,e
uldar,>,INS,e
malar,>,INS,s
alar,>,INS,s
<amalar,>,INS,s
ar,>,INS,s
amalar,>,INS,s
r,>,INS,s
lar,>,INS,s
mudar,>,INS,a
ar,>,INS,an
r,>,INS,n
mudar,>,INS,n
dar,>,INS,a
dar,>,INS,n
ar,>,INS,a
ar,>,INS,n
r,>,INS,an
r,>,INS,a
<mudar,>,INS,a
dar,>,INS,an
udar,>,INS,a
udar,>,INS,n
rar,>,INS,e
trar,>,INS,e
ar,>,INS,n
entrar,>,INS,e
<entrar,>,INS,e
ntrar,>,INS,e
r,>,INS,e
ar,>,INS,e
trar,>,INS,en
rar,>,INS,en
ar,>,INS,en
rar,>,INS,n
trar,>,INS,n
r,>,INS,en
r,>,INS,n
r,>,INS,o
masuñar,>,INS,o
ar,>,INS,o
<amasuñar,>,INS,o
amasuñar,>,INS,o
ñar,>,INS,o
suñar,>,INS,o
uñar,>,INS,o
asuñar,>,INS,o
er,>,INS,o
oyer,>,INS,os
r,>,INS,os
yer,>,INS,s
coyer,>,INS,mos
er,>,INS,mos
coyer,>,INS,s
yer,>,INS,os
yer,>,INS,o
r,>,INS,o
yer,>,INS,mos
er,>,INS,s
oyer,>,INS,o
<acoyer,>,INS,s
r,>,INS,s
er,>,INS,os
acoyer,>,INS,s
oyer,>,INS,s
oyer,>,INS,mos
coyer,>,INS,o
coyer,>,INS,os
r,>,INS,mos
diar,>,INS,e
r,>,INS,e
rdiar,>,INS,e
lordiar,>,INS,e
ilordiar,>,INS,e
ordiar,>,INS,e
ar,>,INS,e
iar,>,INS,e
bilordiar,>,INS,e
<bilordiar,>,INS,e
ar,>,INS,os
lgamar,>,INS,s
r,>,INS,os
ar,>,INS,s
gamar,>,INS,s
r,>,INS,s
mar,>,INS,o
amar,>,INS,o
mar,>,INS,os
amar,>,INS,os
r,>,INS,o
mar,>,INS,s
amar,>,INS,s
algamar,>,INS,s
ar,>,INS,o
<algamar,>,INS,s
ar,>,INS,da
r,>,INS,da
ncar,>,INS,a
incar,>,INS,a
car,>,INS,a
ar,>,INS,a
r,>,INS,a
car,>,INS,da
apuñalar,>,INS,i
ar,>,INS,s
r,>,INS,eis
r,>,INS,i
ñalar,>,INS,s
apuñalar,>,INS,s
r,>,INS,e
puñalar,>,INS,i
r,>,INS,s
uñalar,>,INS,e
puñalar,>,INS,s
alar,>,INS,e
ar,>,INS,e
alar,>,INS,s
lar,>,INS,e
apuñalar,>,INS,e
ñalar,>,INS,i
lar,>,INS,s
puñalar,>,INS,e
ñalar,>,INS,e
uñalar,>,INS,s
lar,>,INS,eis
ar,>,INS,eis
alar,>,INS,eis
uñalar,>,INS,i
alar,>,INS,i
ñalar,>,INS,eis
<apuñalar,>,INS,s
lar,>,INS,i
<apuñalar,>,INS,e
ar,>,INS,i
<apuñalar,>,INS,i
iciar,>,INS,e
aniciar,>,INS,e
niciar,>,INS,e
iar,>,INS,s
ciar,>,INS,e
ciar,>,INS,s
<aniciar,>,INS,e
ar,>,INS,es
iar,>,INS,e
ar,>,INS,e
iciar,>,INS,s
r,>,INS,s
r,>,INS,e
ciar,>,INS,es
niciar,>,INS,s
ar,>,INS,s
r,>,INS,es
iar,>,INS,es
aniciar,>,INS,s
<aniciar,>,INS,s
iciar,>,INS,es
ar,>,INS,ba
collechar,>,INS,a
llechar,>,INS,a
har,>,INS,ba
har,>,INS,a
ar,>,INS,a
r,>,INS,a
<collechar,>,INS,a
char,>,INS,a
echar,>,INS,a
r,>,INS,ba
lechar,>,INS,a
ollechar,>,INS,a
char,>,INS,ba
ar,>,INS,íen
ucar,>,INS,en
<ablucar,>,INS,í
lucar,>,INS,í
car,>,INS,n
r,>,INS,e
ar,>,INS,n
ablucar,>,INS,í
r,>,INS,íen
blucar,>,INS,e
car,>,INS,í
ar,>,INS,e
car,>,INS,e
ar,>,INS,en
ar,>,INS,í
r,>,INS,n
ucar,>,INS,n
r,>,INS,en
ucar,>,INS,e
ablucar,>,INS,e
r,>,INS,í
ucar,>,INS,í
lucar,>,INS,n
car,>,INS,íen
blucar,>,INS,í
<ablucar,>,INS,e
car,>,INS,en
lucar,>,INS,e
char,>,INS,ba
uchar,>,INS,a
har,>,INS,a
ar,>,INS,ba
ar,>,INS,a
<escuchar,>,INS,a
scuchar,>,INS,a
r,>,INS,a
har,>,INS,ba
r,>,INS,ba
escuchar,>,INS,a
char,>,INS,a
cuchar,>,INS,a
<llendar,>,INS,e
endar,>,INS,s
dar,>,INS,esti
<llendar,>,INS,i
r,>,INS,ti
r,>,INS,esti
ar,>,INS,e
ndar,>,INS,s
r,>,INS,i
<llendar,>,INS,s
llendar,>,INS,s
llendar,>,INS,i
r,>,INS,e
ndar,>,INS,ti
dar,>,INS,s
dar,>,INS,i
lendar,>,INS,s
ar,>,INS,ti
lendar,>,INS,es
ar,>,INS,i
lendar,>,INS,ti
ar,>,INS,s
ndar,>,INS,es
lendar,>,INS,i
ar,>,INS,esti
endar,>,INS,es
lendar,>,INS,e
endar,>,INS,i
llendar,>,INS,e
dar,>,INS,ti
lendar,>,INS,sti
ar,>,INS,sti
ndar,>,INS,sti
r,>,INS,s
dar,>,INS,e
dar,>,INS,sti
dar,>,INS,es
endar,>,INS,sti
ndar,>,INS,e
endar,>,INS,ti
ndar,>,INS,i
endar,>,INS,e
r,>,INS,sti
ar,>,INS,es
r,>,INS,es
dar,>,INS,á
ar,>,INS,s
r,>,INS,e
r,>,INS,s
udar,>,INS,ábemos
udar,>,INS,emos
r,>,INS,ábemos
dar,>,INS,o
udar,>,INS,á
udar,>,INS,s
dar,>,INS,mos
udar,>,INS,mos
dar,>,INS,e
udar,>,INS,o
ar,>,INS,mos
r,>,INS,os
ar,>,INS,á
ar,>,INS,o
<axudar,>,INS,e
ar,>,INS,ábemos
r,>,INS,mos
dar,>,INS,emos
dar,>,INS,s
udar,>,INS,e
dar,>,INS,ábemos
<axudar,>,INS,s
ar,>,INS,emos
ar,>,INS,e
r,>,INS,o
xudar,>,INS,e
r,>,INS,emos
ar,>,INS,os
dar,>,INS,os
r,>,INS,á
udar,>,INS,os
axudar,>,INS,e
axudar,>,INS,s
xudar,>,INS,s
ar,>,INS,ue
zar,>,INS,e
ar,>,INS,ce
ar,>,INS,er
ar,>,INS,c
zar,>,INS,n
r,>,INS,ue
r,>,INS,er
r,>,INS,ce
r,>,INS,fuer
ar,>,INS,cen
r,>,INS,e
zar,>,INS,en
ar,>,INS,e
r,>,INS,fu
r,>,INS,c
r,>,INS,n
zar,>,INS,cen
r,>,INS,en
zar,>,INS,c
ar,>,INS,n
r,>,INS,fue
ar,>,INS,en
zar,>,INS,ce
r,>,INS,cen
eyar,>,INS,n
r,>,INS,n
ar,>,INS,n
yar,>,INS,n
ar,>,INS,o
maxinar,>,INS,o
inar,>,INS,o
axinar,>,INS,o
r,>,INS,o
nar,>,INS,o
xinar,>,INS,o
r,>,INS,do
tar,>,INS,n
ar,>,INS,o
r,>,INS,ndo
r,>,INS,o
r,>,INS,n
tar,>,INS,do
tar,>,INS,ndo
etar,>,INS,o
etar,>,INS,n
retar,>,INS,o
retar,>,INS,n
ar,>,INS,n
tar,>,INS,o
ar,>,INS,do
ar,>,INS,ndo
<esixir,>,INS,a
r,>,INS,a
xir,>,INS,a
ir,>,INS,a
esixir,>,INS,a
ixir,>,INS,a
sixir,>,INS,a
ar,>,INS,án
gar,>,INS,n
ar,>,INS,á
r,>,INS,á
gar,>,INS,á
ar,>,INS,n
gar,>,INS,án
r,>,INS,án
ugar,>,INS,á
ugar,>,INS,n
r,>,INS,n
r,>,INS,ere
<sonrir,>,INS,e
<sonrir,>,INS,er
rir,>,INS,e
nrir,>,INS,e
ir,>,INS,e
r,>,INS,er
sonrir,>,INS,er
sonrir,>,INS,e
r,>,INS,e
onrir,>,INS,er
onrir,>,INS,e
rir,>,INS,ere
rir,>,INS,er
nrir,>,INS,er
ir,>,INS,er
ir,>,INS,ere
r,>,INS,e
ir,>,INS,s
r,>,INS,s
ir,>,INS,eres
tir,>,INS,e
r,>,INS,eres
mitir,>,INS,e
ir,>,INS,es
itir,>,INS,s
mitir,>,INS,s
tir,>,INS,s
itir,>,INS,e
ir,>,INS,ere
omitir,>,INS,s
r,>,INS,er
ir,>,INS,er
<omitir,>,INS,e
itir,>,INS,er
tir,>,INS,er
mitir,>,INS,er
r,>,INS,ere
r,>,INS,es
<omitir,>,INS,er
omitir,>,INS,e
tir,>,INS,es
tir,>,INS,ere
ir,>,INS,e
omitir,>,INS,er
<omitir,>,INS,s
mildar,>,INS,s
ldar,>,INS,e
r,>,INS,s
ildar,>,INS,e
humildar,>,INS,e
<humildar,>,INS,s
ar,>,INS,e
ar,>,INS,s
<humildar,>,INS,e
ildar,>,INS,s
ldar,>,INS,es
ar,>,INS,es
dar,>,INS,es
umildar,>,INS,e
dar,>,INS,s
humildar,>,INS,s
r,>,INS,es
ldar,>,INS,s
dar,>,INS,e
r,>,INS,e
mildar,>,INS,e
umildar,>,INS,s
r,>,INS,e
ar,>,INS,e
clonar,>,INS,e
nar,>,INS,e
<clonar,>,INS,e
lonar,>,INS,e
onar,>,INS,e
tar,>,INS,á
ntar,>,INS,a
ar,>,INS,os
xuntar,>,INS,á
tar,>,INS,ábamos
r,>,INS,o
<axuntar,>,INS,á
tar,>,INS,bamos
ntar,>,INS,ábamos
axuntar,>,INS,o
ar,>,INS,ábamos
ntar,>,INS,á
untar,>,INS,o
r,>,INS,mos
tar,>,INS,o
ntar,>,INS,os
r,>,INS,s
ntar,>,INS,bamos
untar,>,INS,s
ntar,>,INS,amos
ntar,>,INS,ba
xuntar,>,INS,a
xuntar,>,INS,o
untar,>,INS,a
tar,>,INS,os
r,>,INS,bamos
ntar,>,INS,s
untar,>,INS,os
<axuntar,>,INS,o
tar,>,INS,s
axuntar,>,INS,mos
untar,>,INS,á
<axuntar,>,INS,mos
axuntar,>,INS,s
tar,>,INS,mos
tar,>,INS,a
<axuntar,>,INS,a
ar,>,INS,a
xuntar,>,INS,s
ar,>,INS,s
ar,>,INS,o
ar,>,INS,amos
ntar,>,INS,o
<axuntar,>,INS,s
r,>,INS,os
ar,>,INS,mos
<axuntar,>,INS,os
tar,>,INS,amos
untar,>,INS,mos
r,>,INS,á
ar,>,INS,ba
axuntar,>,INS,á
xuntar,>,INS,mos
ar,>,INS,á
xuntar,>,INS,os
axuntar,>,INS,a
r,>,INS,ábamos
r,>,INS,amos
r,>,INS,a
tar,>,INS,ba
ntar,>,INS,mos
axuntar,>,INS,os
ar,>,INS,bamos
r,>,INS,ba
abruxar,>,INS,á
bruxar,>,INS,á
xar,>,INS,á
ar,>,INS,á
ar,>,INS,áu
ruxar,>,INS,á
uxar,>,INS,á
<abruxar,>,INS,á
r,>,INS,á
r,>,INS,áu
ar,>,INS,s
leyar,>,INS,s
eyar,>,INS,e
asoleyar,>,INS,e
yar,>,INS,es
r,>,INS,e
ar,>,INS,íes
oleyar,>,INS,s
r,>,INS,s
eyar,>,INS,s
leyar,>,INS,e
<asoleyar,>,INS,s
<asoleyar,>,INS,e
ar,>,INS,e
yar,>,INS,s
yar,>,INS,í
r,>,INS,es
ar,>,INS,í
asoleyar,>,INS,s
soleyar,>,INS,e
r,>,INS,í
yar,>,INS,e
eyar,>,INS,í
r,>,INS,íes
yar,>,INS,íes
ar,>,INS,es
eyar,>,INS,es
soleyar,>,INS,s
oleyar,>,INS,e
alar,>,INS,i
ar,>,INS,i
ñalar,>,INS,eis
ar,>,INS,s
r,>,INS,eis
esñalar,>,INS,e
r,>,INS,i
ñalar,>,INS,s
esñalar,>,INS,i
r,>,INS,e
alar,>,INS,e
r,>,INS,s
esñalar,>,INS,s
ar,>,INS,e
sñalar,>,INS,i
lar,>,INS,e
ñalar,>,INS,i
lar,>,INS,s
alar,>,INS,s
ñalar,>,INS,e
<esñalar,>,INS,e
ar,>,INS,eis
<esñalar,>,INS,i
alar,>,INS,eis
sñalar,>,INS,s
<esñalar,>,INS,s
lar,>,INS,eis
sñalar,>,INS,e
lar,>,INS,i
antar,>,INS,s
antar,>,INS,ai
tar,>,INS,i
r,>,INS,a
uantar,>,INS,s
ntar,>,INS,i
r,>,INS,i
tar,>,INS,a
tar,>,INS,s
antar,>,INS,a
uantar,>,INS,a
r,>,INS,ai
ar,>,INS,ais
aguantar,>,INS,i
aguantar,>,INS,a
r,>,INS,s
tar,>,INS,ai
ntar,>,INS,ai
ntar,>,INS,s
uantar,>,INS,i
ar,>,INS,i
guantar,>,INS,s
<aguantar,>,INS,a
antar,>,INS,ais
ar,>,INS,a
<aguantar,>,INS,i
ar,>,INS,s
guantar,>,INS,i
tar,>,INS,ais
r,>,INS,ais
ntar,>,INS,ais
guantar,>,INS,a
<aguantar,>,INS,s
ntar,>,INS,a
aguantar,>,INS,s
ar,>,INS,ai
antar,>,INS,i
lar,>,INS,é
ar,>,INS,é
r,>,INS,é
ar,>,INS,mos
asoleyar,>,INS,s
ar,>,INS,o
eyar,>,INS,e
r,>,INS,emos
r,>,INS,o
yar,>,INS,e
eyar,>,INS,o
r,>,INS,mos
r,>,INS,s
eyar,>,INS,s
ar,>,INS,e
<asoleyar,>,INS,s
eyar,>,INS,os
yar,>,INS,o
ar,>,INS,emos
<asoleyar,>,INS,e
leyar,>,INS,s
ar,>,INS,os
eyar,>,INS,mos
yar,>,INS,os
oleyar,>,INS,s
asoleyar,>,INS,e
ar,>,INS,s
eyar,>,INS,emos
r,>,INS,os
yar,>,INS,s
r,>,INS,e
leyar,>,INS,e
soleyar,>,INS,e
yar,>,INS,emos
oleyar,>,INS,e
yar,>,INS,mos
soleyar,>,INS,s
r,>,INS,íemos
r,>,INS,os
r,>,INS,e
r,>,INS,í
ar,>,INS,o
crear,>,INS,s
ear,>,INS,e
r,>,INS,o
rear,>,INS,e
ear,>,INS,s
ear,>,INS,emos
ear,>,INS,mos
r,>,INS,emos
ar,>,INS,s
ar,>,INS,os
<crear,>,INS,s
r,>,INS,mos
r,>,INS,s
ear,>,INS,o
ar,>,INS,emos
ar,>,INS,mos
ar,>,INS,í
ear,>,INS,os
ear,>,INS,í
ar,>,INS,e
crear,>,INS,e
<crear,>,INS,e
rear,>,INS,s
ar,>,INS,íemos
respirar,>,INS,á
irar,>,INS,s
pirar,>,INS,s
spirar,>,INS,o
pirar,>,INS,mos
irar,>,INS,a
respirar,>,INS,os
rar,>,INS,ábamos
rar,>,INS,á
ar,>,INS,s
r,>,INS,mos
ar,>,INS,mos
irar,>,INS,amos
respirar,>,INS,s
ar,>,INS,ábamos
espirar,>,INS,o
pirar,>,INS,o
rar,>,INS,s
ar,>,INS,o
espirar,>,INS,s
r,>,INS,o
r,>,INS,s
espirar,>,INS,os
r,>,INS,bamos
irar,>,INS,os
respirar,>,INS,a
ar,>,INS,á
rar,>,INS,amos
r,>,INS,ba
rar,>,INS,mos
pirar,>,INS,a
rar,>,INS,bamos
irar,>,INS,ba
<respirar,>,INS,os
espirar,>,INS,a
r,>,INS,amos
rar,>,INS,os
respirar,>,INS,o
r,>,INS,os
spirar,>,INS,a
<respirar,>,INS,o
ar,>,INS,amos
rar,>,INS,o
spirar,>,INS,mos
irar,>,INS,mos
pirar,>,INS,os
pirar,>,INS,á
<respirar,>,INS,á
rar,>,INS,ba
<respirar,>,INS,a
ar,>,INS,bamos
espirar,>,INS,á
r,>,INS,a
spirar,>,INS,os
ar,>,INS,a
<respirar,>,INS,s
ar,>,INS,os
spirar,>,INS,s
rar,>,INS,a
irar,>,INS,á
spirar,>,INS,á
ar,>,INS,ba
r,>,INS,ábamos
irar,>,INS,o
r,>,INS,á
lar,>,INS,o
ar,>,INS,o
ar,>,INS,e
r,>,INS,ue
olar,>,INS,e
olar,>,INS,o
lar,>,INS,e
r,>,INS,e
volar,>,INS,e
ar,>,INS,ue
r,>,INS,v
<volar,>,INS,e
r,>,INS,o
ar,>,INS,v
eliminar,>,INS,o
inar,>,INS,o
minar,>,INS,o
r,>,INS,o
iminar,>,INS,o
ar,>,INS,o
nar,>,INS,o
liminar,>,INS,o
<eliminar,>,INS,o
besar,>,INS,s
ar,>,INS,s
ar,>,INS,sti
esar,>,INS,i
r,>,INS,tis
r,>,INS,stis
r,>,INS,sti
sar,>,INS,tis
r,>,INS,s
sar,>,INS,ti
sar,>,INS,i
r,>,INS,i
ar,>,INS,stis
<besar,>,INS,s
esar,>,INS,s
ar,>,INS,tis
sar,>,INS,sti
sar,>,INS,stis
ar,>,INS,i
sar,>,INS,s
ar,>,INS,ti
r,>,INS,ti
er,>,INS,pue
oner,>,INS,s
poner,>,INS,s
poner,>,INS,es
r,>,INS,ue
r,>,INS,tu
r,>,INS,e
r,>,INS,pue
er,>,INS,es
<poner,>,INS,s
oner,>,INS,e
ner,>,INS,e
ner,>,INS,s
<poner,>,INS,e
r,>,INS,ues
er,>,INS,e
er,>,INS,s
poner,>,INS,e
<poner,>,INS,es
r,>,INS,es
r,>,INS,s
er,>,INS,ue
oner,>,INS,es
ner,>,INS,es
lar,>,INS,í
illar,>,INS,o
lar,>,INS,a
llar,>,INS,í
lar,>,INS,mos
llar,>,INS,amos
ar,>,INS,amos
illar,>,INS,a
lar,>,INS,s
illar,>,INS,os
ar,>,INS,o
lar,>,INS,o
aillar,>,INS,s
ar,>,INS,os
lar,>,INS,os
llar,>,INS,a
ar,>,INS,mos
ar,>,INS,ía
llar,>,INS,íamos
llar,>,INS,o
lar,>,INS,amos
r,>,INS,amos
llar,>,INS,s
llar,>,INS,mos
lar,>,INS,ía
r,>,INS,s
ar,>,INS,s
r,>,INS,ía
llar,>,INS,ía
r,>,INS,mos
<baillar,>,INS,s
ar,>,INS,a
r,>,INS,í
r,>,INS,os
r,>,INS,o
r,>,INS,íamos
r,>,INS,a
ar,>,INS,íamos
lar,>,INS,íamos
illar,>,INS,s
ar,>,INS,í
llar,>,INS,os
baillar,>,INS,s
itar,>,INS,s
ar,>,INS,s
r,>,INS,eis
r,>,INS,i
r,>,INS,e
tar,>,INS,eis
r,>,INS,s
fitar,>,INS,s
afitar,>,INS,e
afitar,>,INS,i
itar,>,INS,eis
ar,>,INS,e
fitar,>,INS,i
tar,>,INS,i
<afitar,>,INS,s
afitar,>,INS,s
<afitar,>,INS,e
tar,>,INS,s
<afitar,>,INS,i
itar,>,INS,e
itar,>,INS,i
ar,>,INS,eis
fitar,>,INS,e
tar,>,INS,e
ar,>,INS,i
r,>,INS,á
ir,>,INS,á
ar,>,INS,mos
r,>,INS,s
zar,>,INS,s
azar,>,INS,mos
cazar,>,INS,mos
ar,>,INS,os
ar,>,INS,s
azar,>,INS,o
r,>,INS,emos
zar,>,INS,emos
<cazar,>,INS,s
ar,>,INS,remos
r,>,INS,os
zar,>,INS,os
azar,>,INS,á
azar,>,INS,os
<cazar,>,INS,os
<cazar,>,INS,mos
cazar,>,INS,o
cazar,>,INS,e
<cazar,>,INS,e
ar,>,INS,á
zar,>,INS,áremos
r,>,INS,áremos
ar,>,INS,o
azar,>,INS,s
r,>,INS,o
zar,>,INS,o
r,>,INS,e
zar,>,INS,e
ar,>,INS,emos
r,>,INS,remos
zar,>,INS,remos
zar,>,INS,mos
r,>,INS,mos
cazar,>,INS,os
cazar,>,INS,s
ar,>,INS,áremos
ar,>,INS,e
